영화 이름,개봉년도,관람객 평점,평론가 평점,네티즌 평점,평가한 네티즌 수
러브 & 드럭스,2011,nan,6.3,7.81,1617
변신자동차 또봇 4기 - 최강합체 트라이탄,2011,nan,nan,4,3
블루 엘리펀트,2011,nan,nan,7.5,10
모차르트 락 오페라,2011,nan,nan,8.8,109
스톤,2011,nan,6.5,7.14,442
아트 스쿨,2011,nan,nan,1,1
킬 스피드,2011,nan,3,2.82,60
안녕,2011,nan,nan,8.29,85
특수본,2011,nan,6.09,6.97,2947
기생령,2011,nan,2.33,4.34,854
보스를 지켜라,2011,nan,nan,9.75,192
불멸의 국가대표 시즌1,2011,nan,nan,5,1
고지전,2011,nan,7.34,8.68,11113
겨울냄새,2011,nan,nan,8.65,49
짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부,2011,nan,nan,8.84,1188
두만강,2011,nan,7.56,7.89,97
빨간 모자의 진실 2,2011,nan,nan,6.37,489
퍼스트 어벤져,2011,nan,6.22,7.8,4196
통증,2011,nan,5.85,7.82,2608
사쿠라의 비밀애,2011,nan,nan,10,1
제국의 전쟁,2011,nan,nan,2.66,29
아이돌 스타 육상 수영선수권 대회,2011,nan,nan,1.62,8
TV소설 - 복희 누나,2011,nan,nan,8.71,7
소걸아: 취권의 창시자,2011,nan,nan,6.38,377
애정만만세,2011,nan,nan,7.5,16
퍼펙트 센스,2011,nan,6.05,7.94,587
섹시엔젤 카에데,2011,nan,nan,7.67,9
GOSICK -고식-,2011,nan,nan,10,2
소녀시대의 크리스마스 동화,2011,nan,nan,8.78,9
푸치니의 여인,2011,nan,6,7.67,18
메란타우,2011,nan,nan,5.34,35
샤넬과 스트라빈스키,2011,nan,5.67,6.81,62
미션 임파서블 : 고스트 프로토콜,2011,nan,7.75,8.74,6713
윤도현의 MUST,2011,nan,nan,0,0
오래된 인력거,2011,10,7.45,8.97,235
세상의 모든 계절,2011,8,8.16,8.6,277
우리들에게 날개는 없다,2011,nan,nan,0,0
코쿠리코 언덕에서,2011,nan,6.4,6.03,1757
당신이 잠든 사이,2011,nan,nan,6.5,6
흑사회,2011,nan,8.13,7.68,146
희망언덕부부전쟁,2011,nan,nan,0,0
저스트 비트윈 어스,2011,nan,nan,5.29,7
재스퍼,2011,nan,6,7.57,28
아프리카 마법여행,2011,nan,nan,5.01,146
메가마인드,2011,nan,6.71,8.78,2746
쓰리,2011,nan,6.6,7.9,60
돌아오는 길,2011,nan,3,6.8,20
패니 힐,2011,nan,nan,3.91,11
이수근의 바꿔드립니다,2011,nan,nan,6,2
TV조선 뉴스쇼 판,2011,nan,nan,0,0
콜롬비아나,2011,nan,5.38,7.49,1404
로열 페인즈 3,2011,nan,nan,10,1
비우티풀,2011,nan,6.78,8.42,312
클라우드,2011,nan,5.63,6.61,74
슈츠 : 두 변호사,2011,nan,nan,9.38,13
파라다이스 목장,2011,nan,nan,8.83,30
불후의 명곡 - 전설을 노래하다,2011,nan,nan,7.69,81
악인,2011,nan,7.06,7.72,179
링크,2011,nan,5,6.42,443
정글 피쉬 2 - 극장판,2011,nan,nan,8.26,201
당신 참 예쁘다,2011,nan,nan,10,4
自然+人 KBS 다큐멘터리 기획전,2011,nan,nan,0,0
왕좌의 게임 2,2011,nan,nan,8.69,45
플라워즈,2011,nan,4.7,7.16,133
음치들의 반란 앙코르,2011,nan,nan,1,1
"달콤한 고향 나들이, 달고나",2011,nan,nan,9,3
해피앤드 101가지 부부 이야기,2011,nan,nan,0,0
신 경시청 수사 1과 9계 3,2011,nan,nan,0,0
촌철살인,2011,nan,nan,7,48
세컨즈 어파트,2011,nan,nan,5.95,109
죽어도 예쁜걸,2011,nan,nan,0,0
드라마 스페셜 - 휴먼 카지노,2011,nan,nan,0,0
화장실의 신,2011,nan,nan,8.5,2
쉐어 더 비전,2011,nan,nan,8.7,37
남쪽의 제왕,2011,nan,nan,5.48,25
세이크리드 세븐,2011,nan,nan,10,1
스네이크 앤 이어링,2011,nan,nan,7.09,127
소중한 날의 꿈,2011,9.6,6.95,8.6,1042
쇼킹,2011,nan,nan,9.67,3
극장판 포켓몬스터 베스트위시 : 비크티니와 백의 영웅 레시라무,2011,nan,nan,7.77,115
혹성탈출: 진화의 시작,2011,nan,8.54,8.77,7053
뽕똘,2011,nan,7.5,6.91,76
내일이 오면,2011,nan,nan,7.07,43
Jam Docu 강정,2011,nan,6.33,4.84,133
극장판 메이저 : 우정의 강속구,2011,nan,6,9.06,108
왓츠 업,2011,nan,nan,9.05,42
빛과 그림자,2011,nan,nan,7.95,536
인 타임,2011,nan,5.3,7.42,4673
결정적 한방,2011,nan,6,6.25,500
챔프,2011,nan,5.34,8.4,2079
기막힌 외출_시즌5: 리턴즈,2011,nan,nan,0,0
아더 크리스마스,2011,nan,7.34,8.72,620
아이에스,2011,nan,nan,9,3
내게 거짓말을 해봐,2011,nan,nan,7.68,63
아이들...,2011,nan,5.57,7.88,5907
간츠 - 퍼펙트 앤서,2011,nan,nan,6.29,363
그린 호넷,2011,nan,5.16,6.67,1416
흑사회 2,2011,nan,nan,7.55,100
헤어드레서,2011,nan,6.96,8.07,82
쥴리의 육지 대모험,2011,nan,5,7.08,97
K-POPCON,2011,nan,nan,0,0
2010 빅뱅 라이브 콘서트 BIGSHOW,2011,nan,nan,6.93,356
불닥터,2011,nan,nan,7.8,5
삼국지: 명장 관우,2011,nan,6,7.3,1786
적과의 동침,2011,nan,5.25,7.51,1346
호수길,2011,nan,nan,0,0
경계선상의 호라이즌 1,2011,nan,nan,5.5,4
돈키호테,2011,nan,nan,10,15
드라마 스페셜 연작시리즈 - 아들을 위하여,2011,nan,nan,7.2,5
파란만장,2011,9,8,7.69,243
피나 바우쉬의 댄싱 드림즈,2011,8,6.61,7.97,31
인 어 베러 월드,2011,nan,7.69,8.79,537
겨울나비,2011,nan,4,8.02,137
테라노바,2011,nan,nan,7.83,48
나미다 츠보 - 사랑의 흔적,2011,nan,nan,8.67,6
엘리트 스쿼드 2,2011,nan,7,8.89,480
여자가 두 번 화장할 때,2011,nan,nan,9,2
네세서리 러프니스,2011,nan,nan,0,0
밴드 명: 올 댓 아이 러브,2011,nan,nan,7.52,21
진지하게 날 사랑해!,2011,nan,nan,10,1
프렌즈: 몬스터 섬의 비밀,2011,8.7,6,8.86,811
어브덕션,2011,nan,4.58,6.41,1069
댄스 타운,2011,nan,6.67,7.38,60
간츠,2011,nan,6,6.28,709
일루셔니스트,2011,9,7.96,8.45,391
그레이 아나토미 시즌8,2011,nan,nan,10,2
바보야,2011,nan,6,8.08,50
퍼블릭 에너미 넘버원,2011,1,nan,7.22,83
"남겨진 미래, 남극",2011,nan,nan,0,0
마이코 한!!!,2011,nan,6,7.14,59
스파이 파파,2011,nan,4.33,6.96,47
브레이킹 던 part1,2011,nan,4.88,7.02,3290
브레인,2011,nan,nan,9.56,1036
리벤지 1,2011,nan,nan,7.78,9
스물 아홉살,2011,nan,nan,7.68,73
세인트 클라우드,2011,nan,4,7.34,432
스무살의 정사,2011,nan,nan,0,0
무협,2011,nan,6.32,7.63,673
내가 원하는 남자,2011,nan,nan,8,4
신기생뎐,2011,nan,nan,6.07,42
위험한 남자,2011,nan,nan,7,48
홈랜드 시즌1,2011,nan,nan,8.44,34
20년 전의 약속,2011,nan,nan,5.5,2
태양은 또 뜬다,2011,nan,nan,9.5,2
센티미엔토: 사랑의 감각,2011,nan,3.7,4.45,22
스크림 4G,2011,nan,5.38,5.86,426
주병진 토크 콘서트,2011,nan,nan,5.17,6
파리 36의 기적,2011,nan,6.88,7.67,18
캐리비안의 해적: 낯선 조류,2011,nan,6.08,8.08,5432
아이 엠 넘버 포,2011,nan,5.1,7.34,3252
사랑은 음악처럼,2011,nan,nan,7.62,16
나비효과: 레버레이션,2011,nan,4,7.28,579
티끌모아 로맨스,2011,nan,6.14,7.53,1854
흐트러지다,2011,7,nan,9.17,6
에로 닌자 카즈미 4,2011,nan,nan,7,2
행오버 2,2011,nan,5.25,6.85,600
소년 KJ,2011,nan,6,8.33,18
내 딸 꽃님이,2011,nan,nan,4.58,66
루르드,2011,nan,7.5,7.26,53
깜부의 미스터리 아일랜드,2011,nan,nan,10,1
고발 - 국선변호인,2011,nan,nan,5.5,2
사물의 비밀,2011,nan,5.5,7.62,496
정무문 : 100대 1의 전설,2011,nan,6.2,7.33,822
거침없이 사랑하라,2011,nan,nan,8.25,8
메탈베이블레이드 4D,2011,nan,nan,5.5,2
회초리,2011,nan,3,8.06,973
음란한 여변호사,2011,nan,nan,0,0
내일의 빛을 잡고 2,2011,nan,nan,0,0
헬프,2011,nan,7.17,9.42,3751
도쿄 오아시스,2011,nan,5.15,4.92,79
왕좌의 게임 1,2011,nan,nan,9.24,251
기적의 오디션,2011,nan,nan,5.36,14
죽이러 갑니다,2011,nan,6.75,3.02,199
스트리트 워,2011,nan,nan,4.93,29
훈장과 악동들,2011,nan,2,7.67,54
파퍼씨네 펭귄들,2011,nan,6.31,8.52,2033
얼짱시대_시즌5,2011,nan,nan,10,1
쿵푸 팬더 2,2011,nan,5.93,8.71,4022
투혼,2011,nan,5.69,7.93,1224
우리 이웃의 범죄,2011,nan,4.67,6.86,249
닥터 후 시즌6,2011,nan,nan,10,7
베니싱,2011,nan,4.38,5.94,2583
아이칼리 시즌5,2011,nan,nan,9,1
러브 앤 프렌즈,2011,nan,nan,6.98,385
니키타 시즌2,2011,nan,nan,6.4,5
마징카이저,2011,nan,4,6.53,36
바텐더,2011,nan,nan,8.4,5
윈터스 본,2011,nan,7.81,6.5,560
김연아의 키스 & 크라이,2011,nan,nan,7.79,33
김병만의 정글의 법칙,2011,nan,nan,9,25
서풍렬,2011,nan,nan,4.54,26
고백,2011,nan,7.52,8.5,2826
위험한 여자,2011,nan,nan,4.29,7
애마부인 미야코,2011,nan,nan,0,0
글로벌 성공시대,2011,nan,nan,0,0
멋진 인생,2011,nan,3.5,4.52,56
세 얼간이,2011,nan,6.71,9.35,25932
풍산개,2011,nan,6.19,6.99,3955
나인 송즈,2011,nan,nan,6.18,132
샤크 나이트 3D,2011,nan,5,5.18,404
슬리핑 뷰티,2011,nan,5,4.97,116
려수,2011,nan,nan,7.32,37
심야병원,2011,nan,nan,9.76,17
막돼먹은 영애씨 시즌9,2011,nan,nan,9,4
스파이 명월,2011,nan,nan,6.38,600
필라델피아는 언제나 맑음 시즌7,2011,nan,nan,0,0
은어,2011,nan,nan,6.5,20
러브 앤 댄싱,2011,nan,nan,6.67,6
콩고,2011,nan,nan,2.79,14
이룰 수 없는 사랑 그리고 섹스,2011,nan,nan,0,0
노다메 칸타빌레 최종악장,2011,nan,6.5,8.9,566
미스 리플리,2011,nan,nan,8.72,294
제인 에어,2011,7,7.54,7.93,742
라이프 인 어 데이,2011,nan,5.67,8.37,46
2011 칸 라이언즈 수상작 B편,2011,nan,nan,0,0
트롤 사냥꾼,2011,nan,nan,6.38,232
생텀,2011,nan,5.56,7.34,1806
완벽한 파트너,2011,nan,4,6.9,1092
위도,2011,nan,3.5,4.3,132
마셰티,2011,nan,6.5,7.26,543
컨트롤러,2011,nan,5.75,7.3,1672
허블 3D,2011,nan,6.58,7.52,101
어프로프리어트 어덜트,2011,nan,nan,10,1
푸른소금,2011,nan,5.17,7.07,4464
스트레스를 부르는 그 이름 직장상사,2011,nan,5.49,7.7,818
바빌로프의 씨앗,2011,nan,nan,0,0
헤븐,2011,nan,nan,10,2
남자를 믿었네,2011,nan,nan,7,3
절정,2011,nan,nan,9.92,95
메리와 맥스,2011,nan,8.66,9.01,431
폴링 스카이 시즌1,2011,nan,nan,6.39,41
히말라야 커피로드,2011,nan,nan,0,0
모차르트 타운,2011,nan,6.67,7.46,35
동안미녀,2011,nan,nan,8.77,118
리슨 투 유어 하트,2011,nan,4,7.7,128
발효가족,2011,nan,nan,8.75,8
다른 사람,2011,nan,nan,1,1
그날 본 꽃의 이름을 우리는 아직 모른다,2011,nan,nan,7.69,13
알라마르,2011,nan,6.92,7.94,33
셜록홈즈 : 그림자 게임,2011,nan,6,8,2876
스트리트 파이터 - 춘리의 전설,2011,nan,nan,4.68,150
변두리 로켓,2011,nan,nan,6,1
"양 한 마리, 양 두 마리",2011,nan,6,8.3,54
어이그 저 귓것,2011,nan,6,7.28,40
줄리아의 눈,2011,nan,6.07,7.91,1623
커플즈,2011,nan,5.08,7.95,1319
스타오디션 - 위대한 탄생 2,2011,nan,nan,1.46,13
천일의 약속,2011,nan,nan,7.25,187
슈팅 바쿠간 2기,2011,nan,nan,10,1
G컵 수사관 란,2011,nan,nan,0,0
tvn 스페셜,2011,nan,nan,0,0
레드라인,2011,nan,7.25,8.22,237
네 번,2011,nan,7.35,8.05,78
최고의 사랑,2011,nan,nan,9.6,338
인디애니 씨앗터,2011,nan,nan,1,1
엽문 3,2011,nan,4,5.54,246
광개토태왕,2011,nan,nan,6.63,120
음란한 첫경험,2011,nan,nan,1,1
로맨스가 필요해 시즌1,2011,nan,nan,9.5,34
록본기 호스티스 납치사건2,2011,nan,nan,0,0
인사이드 잡,2011,nan,7.92,9.07,361
레드 라이딩 후드,2011,nan,4.75,7.02,1629
분노의 질주: 언리미티드,2011,nan,5.38,8.95,3470
7광구,2011,nan,4.3,3.34,20194
부부클리닉 사랑과 전쟁 2,2011,nan,nan,7.91,148
오월愛,2011,10,7,7.58,107
타락하는 아내,2011,nan,nan,0,0
타임코드,2011,nan,3,4.76,236
플레이,2011,nan,4.13,8.11,356
데스 드라이브,2011,nan,nan,6.37,239
갓 블레스 아메리카,2011,nan,nan,8.11,278
라크 라이즈 투 캔들포드 시즌4,2011,nan,nan,0,0
화이트: 저주의 멜로디,2011,nan,5,6.84,3713
서태지 모아이 : 더 필름,2011,nan,nan,9.64,50
극장판 포켓몬스터 베스트위시 : 비크티니와 흑의 영웅 제크로무,2011,nan,6,8.13,271
버블버블 인어친구들 시즌1,2011,nan,nan,0,0
해리 포터와 죽음의 성물 - 2부,2011,nan,8.36,9.32,12100
술에 대하여 - 극장판,2011,nan,6,8.67,3
해피 엔딩 2,2011,nan,nan,0,0
오슬로의 이상한 밤,2011,nan,7.15,7.37,52
월하미인,2011,nan,nan,0,0
이고르와 귀여운 몬스터 이바,2011,nan,5.5,6.49,67
화이트 노이즈 2,2011,nan,nan,6.75,137
셀 211,2011,nan,7,7.48,233
포인트 블랭크,2011,nan,6.33,6.91,350
소스 코드,2011,nan,7.44,9,6165
환상의 그대,2011,nan,7.31,7.61,203
잭애스3D,2011,nan,nan,7.42,136
왔어 왔어 제대로 왔어,2011,nan,nan,9.83,6
마에스트로6 - 사이먼 래틀 : 2009 송년 음악회,2011,nan,nan,10,1
TV방자전,2011,nan,nan,9,17
청담동 살아요,2011,nan,nan,9.92,115
최고의 섹스 그리고 사랑,2011,nan,nan,2.5,2
내가 연애할 수 없는 이유,2011,nan,nan,8.67,6
트루 저스티스,2011,nan,nan,6,21
피스 보트,2011,nan,nan,10,2
바람의 노래,2011,nan,nan,7.75,8
쿠도 신이치에게 도전장,2011,nan,nan,9,5
천상의 화원 곰배령,2011,nan,nan,8.71,7
바니 버디,2011,nan,4.5,7.71,244
삼총사 3D,2011,nan,5.42,7.32,1241
"리벤지, 미친 사랑 이야기",2011,nan,5.5,6.84,81
집,2011,nan,5,8.43,30
진 2,2011,nan,nan,9.71,41
미트 페어런츠 3,2011,nan,5.13,6.57,179
The 빅뱅쇼,2011,nan,nan,7.6,120
글리 시즌3,2011,nan,nan,9.25,16
고 녀석 맛나겠다,2011,nan,6,9.23,1138
계단의 노래 2,2011,nan,nan,0,0
무사 백동수,2011,nan,nan,7.62,301
홍길동 2084,2011,nan,nan,5.4,245
흉터,2011,nan,6.33,6.39,31
드리븐 투 킬,2011,nan,nan,6.33,51
프렌즈 위드 베네핏,2011,nan,6.38,7.99,708
A채널,2011,nan,nan,10,2
13인의 자객,2011,nan,nan,7.52,236
쟈니 잉글리쉬2 : 네버다이,2011,nan,5.5,7.49,288
넌 내게 반했어,2011,nan,nan,8.8,366
U2 3D,2011,nan,7.33,8.76,34
내 이름은 칸,2011,nan,5.75,9.29,5994
쿠바의 연인,2011,nan,7.84,7.85,47
MBC 창사 50주년 특별기획 - 타임,2011,nan,nan,7.67,3
보라,2011,7,7.67,7.18,11
얼짱시대_시즌6,2011,nan,nan,0,0
아따맘마 - 극장판,2011,nan,5.5,8.75,248
블랙 스완,2011,8.13,7.93,8.72,6299
기이한 춤: 기무,2011,nan,nan,6,4
메신저 2,2011,nan,nan,5.79,70
아미 와이브즈 5,2011,nan,nan,10,1
킬러 엘리트,2011,nan,4.75,7.27,595
로맨틱 크라운,2011,nan,6.3,7.19,290
데들리 크로싱,2011,nan,nan,4.61,36
레스트리스,2011,nan,6.3,7.41,106
수상한 고객들,2011,nan,5.18,8.63,3614
깨미,2011,nan,nan,10,2
북촌방향,2011,8.88,8.07,7.79,569
타이거 & 버니,2011,nan,nan,7.67,3
섹스 콜렉터,2011,nan,nan,0,0
불륜의 대가 2,2011,nan,nan,2.25,4
엑스맨: 퍼스트 클래스,2011,nan,7.5,9.05,6098
금지된 정사,2011,nan,nan,0,0
코파카바나,2011,nan,7,8.05,84
프로즌 플래닛,2011,nan,nan,0,0
스파이 넥스트 도어,2011,nan,4,6.97,239
돈비 어프레이드-어둠 속의 속삭임,2011,nan,5.81,5.39,522
에로닌자 카즈미2,2011,nan,nan,7.5,2
분라쿠,2011,nan,nan,5.74,87
비바 블루스,2011,nan,nan,0,0
꼭 껴안고 눈물 핑,2011,nan,nan,6.2,82
황당한 외계인: 폴,2011,nan,6.36,7.76,625
보드워크 엠파이어 2,2011,nan,nan,9.56,16
2011 칸 라이언즈 수상작 A편,2011,nan,nan,0,0
Mr. 아이돌,2011,nan,4.5,7.28,1474
위대한 계시,2011,nan,7,7.94,31
인 마이 슬립,2011,nan,nan,6.92,106
네버 렛 미 고,2011,nan,6.36,7.55,471
마지막 군단,2011,nan,nan,5.89,193
"그래도, 살아간다",2011,nan,nan,8.92,26
킬링 시즌1,2011,nan,nan,9,38
타이페이 카페 스토리,2011,8,6.75,8.03,385
웨이크 우드,2011,nan,4.5,5.96,89
길티 크라운,2011,nan,nan,8.88,34
클래쉬,2011,nan,3.5,5.31,32
비치 슬랩,2011,nan,4.33,4.95,147
굿 와이프 3,2011,nan,nan,10,2
마이 원 앤 온리,2011,nan,6.46,8.18,179
일요일이 좋다-K팝 스타 시즌1,2011,nan,nan,8.8,20
몽정애,2011,nan,nan,4.76,29
너와 나,2011,nan,nan,10,2
딥 인 더 밸리,2011,nan,2.5,5.4,15
머니볼,2011,nan,8.13,8.42,2533
비밀일기,2011,nan,nan,7.88,8
귀신소리 찾기,2011,nan,6.58,6.99,193
음란한 스튜어디스 2,2011,nan,nan,0,0
진짜로 일어날지도 몰라 기적,2011,9.07,7.86,8.7,748
종로의 기적,2011,9,6.86,8.61,108
길티 오브 로맨스: 욕정의 미스터리,2011,nan,nan,6.49,74
변신자동차 또봇 5기 - 트라이탄슈퍼콤보,2011,nan,nan,10,2
음탕한 고양이들,2011,nan,nan,10,3
혈투,2011,nan,5.81,5.24,386
오늘,2011,nan,5.79,8.02,1192
미남이시네요,2011,nan,nan,6.4,5
호드,2011,nan,4.17,6.11,365
숨,2011,nan,9,7,37
레지던트,2011,nan,3,6.95,687
환타스틱 모던가야그머,2011,nan,5.5,8.26,19
WORKING!! 2기,2011,nan,nan,9.5,4
평범한 날들,2011,nan,6,5.48,63
헝 3,2011,nan,nan,8,3
마당을 나온 암탉,2011,nan,7.15,8.88,5660
우리들이 있었다,2011,nan,nan,0,0
글러브,2011,nan,6.4,8.84,6756
라스트 나잇,2011,nan,5.3,8.09,598
타이머,2011,nan,4.6,6.9,173
드라마 스페셜 - 필살기,2011,nan,nan,0,0
극장판 유희왕 : 시공을 초월한 우정,2011,nan,4,7.83,325
이것은 좀비입니까?,2011,nan,nan,0,0
별하늘에 걸린 다리,2011,nan,nan,0,0
"미안해, 고마워",2011,nan,6.39,8.86,260
소울 키친,2011,nan,6.95,7.45,146
짝,2011,nan,nan,5.16,49
파라노말 액티비티 3,2011,nan,nan,6.92,625
불륜의 대가,2011,nan,nan,5.5,2
김정일리아,2011,nan,2,8.96,405
씨민과 나데르의 별거,2011,9,8.07,8.96,355
버디버디,2011,nan,nan,7.78,9
헤센 컨스피러시,2011,nan,nan,4.5,10
미싱 : 심해미인,2011,nan,nan,5.34,41
용사문,2011,nan,nan,0,0
초[민망한]능력자들,2011,nan,6.18,6.23,504
써니,2011,nan,6.71,9.11,18401
친구와 연인사이,2011,nan,5.65,7.43,754
도그 데이즈 1,2011,nan,nan,0,0
지구대표 롤링 스타즈,2011,nan,6,6.45,91
워터 포 엘리펀트,2011,nan,4.9,7.62,204
미토코몬 제43부,2011,nan,nan,0,0
히어 앤 데어,2011,nan,6.31,7.47,19
다슬이,2011,nan,nan,8.48,206
레이코의 위험한 정사,2011,nan,nan,0,0
개구쟁이 스머프,2011,nan,4,8.55,981
그녀의 죽이는 상상,2011,nan,nan,0,0
심장이 뛴다,2011,nan,5.63,7.53,4372
아름다운 유산,2011,nan,nan,5.43,23
두근두근 달콤,2011,nan,nan,8.29,7
뜨겁고 달콤한 밤,2011,nan,nan,8,1
극장판 아따맘마3D : 엄마는 초능력자,2011,nan,5,7.3,133
진심청안양차령,2011,nan,nan,10,1
가져선 안될 비밀,2011,nan,nan,6.1,10
구름빵 2,2011,nan,nan,10,1
모비딕,2011,nan,6.18,7.32,1843
시드니 K-POP 한류 콘서트,2011,nan,nan,6,3
음란한 춘정,2011,nan,nan,9,2
힐링캠프,2011,nan,nan,7.98,273
반짝반짝 빛나는,2011,nan,nan,9.67,964
"나도, 꽃!",2011,nan,nan,8.05,287
꿍따리 유랑단,2011,nan,5,8.6,20
남의 아내 하루코 - 부정한 유혹,2011,nan,nan,10,1
백일몽,2011,nan,nan,10,3
뱀파이어 아이돌,2011,nan,nan,9.31,52
라푼젤,2011,nan,7.13,9.34,6929
랭고,2011,nan,6.93,6.55,917
천녀유혼,2011,nan,5.3,6.49,1054
꿀벌 하치의 대모험,2011,9.13,4,8.61,126
닥터 후 스페셜,2011,nan,nan,10,7
쓰리몬 2기 ~증량중!~,2011,nan,nan,0,0
로맨틱 헤븐,2011,nan,5.55,6.49,524
나넬 모차르트,2011,nan,4.5,7.26,53
나츠메 우인장 3기,2011,nan,nan,10,1
메카닉,2011,nan,4,8.14,1653
드라마 스페셜 - 큐피드 팩토리,2011,nan,nan,10,1
마지막 밀애,2011,nan,nan,3.12,24
빠담빠담… 그와 그녀의 심장박동소리,2011,nan,nan,9.7,292
이소룡전,2011,nan,4.67,4.94,63
마더 앤 차일드,2011,nan,6.67,8.33,126
청원,2011,nan,6,8.87,837
데카완코,2011,nan,nan,9.2,5
명탐정 코난: 침묵의 15분,2011,nan,7,9.07,3334
절대영도2 : 특수범죄 침입수사,2011,nan,nan,0,0
토르: 천둥의 신,2011,nan,5.82,7.33,4420
계단의 노래 3,2011,nan,nan,0,0
트랜스포머 3,2011,nan,5.48,7.06,13612
로열 패밀리,2011,nan,nan,9.24,54
무사 야마다,2011,nan,nan,6.92,37
체인지 어드레스,2011,nan,6,6.23,13
마에스트로6 - 클라우디오 아바도- 루체른 2008 러시아,2011,nan,nan,10,1
리얼 스틸,2011,nan,6.5,9.06,12319
에일리언 비키니,2011,nan,6.2,4.49,107
위험한 상견례,2011,nan,5.61,7.64,3922
퍼펙트 게임,2011,nan,6.78,8.94,6159
페이트 제로 1,2011,nan,nan,9.12,8
퀵,2011,nan,6.06,7.85,9628
비기닝,2011,nan,6,8.07,30
서유기 리턴즈,2011,nan,2,5.87,332
월드 인베이젼,2011,nan,4.08,7.56,7410
불륜정사,2011,nan,nan,10,2
넉 아웃,2011,nan,3.5,3.96,84
K-20 괴도가면,2011,nan,nan,5.26,42
싸인,2011,nan,nan,9.27,1643
옥보단 3D,2011,nan,3.5,3.86,395
아프리카의 눈물,2011,nan,5,7.96,26
별을 쫓는 아이,2011,8.29,5.33,7.91,1414
무비홀릭,2011,nan,nan,0,0
독도korea,2011,nan,nan,7,3
신동쇼,2011,nan,nan,0,0
부기맨 3,2011,nan,nan,5.5,34
빅 씨 2,2011,nan,nan,5.5,4
소중한 사람,2011,nan,6,8.84,62
잃어버린 마법의 섬 홋타라케,2011,nan,nan,8.4,162
오픈 그래이브스,2011,nan,nan,5.63,35
마이웨이,2011,nan,5.66,7.19,9480
걸리버 여행기,2011,nan,4.79,5.73,3722
타운십 스토리,2011,nan,nan,7,6
가필드 펫 포스 3D,2011,nan,3,6.36,86
릴라 릴라,2011,nan,6.5,7.57,60
써커 펀치,2011,nan,4.46,6.97,2839
사색야화,2011,nan,nan,0,0
만추,2011,9.44,7.58,7.43,5443
